subject,epoch_id,label,bp_delta,bp_theta,bp_alpha,bp_beta,bp_gamma,hjorth_activity,hjorth_mobility,hjorth_complexity,spectral_entropy
eeg1,21,0,9.659078654960058e-11,3.643250046547801e-11,6.1893503380702056e-12,2.612102981824733e-11,1.788533657802549e-11,6.767863921287714e-10,0.17759197229374854,4.593302186136104,3.9619461052839404
eeg1,22,0,7.945815443206807e-11,1.615027885025511e-11,3.864037635569701e-12,2.671796592335749e-11,1.7937262750906913e-11,6.571465128526936e-10,0.16963314262789128,5.213205739592438,3.8388954538133957
eeg1,23,0,2.8070509349561424e-11,5.05646029845901e-12,3.0655209750494804e-12,2.655601102287741e-11,1.7944367705972305e-11,5.967696383674609e-10,0.18245837255243758,5.9703109842371065,3.761639615103182
eeg1,24,0,1.0035590488026296e-11,3.9026272825564915e-12,2.918918885310493e-12,2.6339079873242034e-11,1.7936134163297844e-11,5.89221741442411e-10,0.2339498255467628,4.94545859741762,4.209428023581933
eeg1,25,0,6.687284682418697e-12,2.9310588339437025e-12,2.8223468337543406e-12,2.6044713270870736e-11,1.8193115598939066e-11,6.15302846377789e-10,0.2752898998401002,4.3930245043155765,4.3800431830773805
eeg1,26,0,7.172563859081001e-12,2.760293507474125e-12,2.6454340931484278e-12,2.61390944528714e-11,1.809857411493695e-11,6.167984474661083e-10,0.21364301474866162,6.18904345177119,3.8661798339674958
eeg1,27,0,9.180255559609856e-11,5.119056203245116e-12,2.7009162836205294e-12,2.611003416640131e-11,1.8019579185276388e-11,8.464000090894027e-10,0.11981644161776266,10.887895994265708,2.9381025397467173
eeg1,28,0,8.884719266551505e-11,4.993081988539063e-12,3.3726067061765122e-12,2.6356690847160587e-11,1.9276131444046728e-11,9.664056140771884e-10,0.16884308883333293,9.9515619082332,3.0861878946060335
eeg1,29,0,7.075054675795684e-12,2.815532282896374e-12,3.2665219706423948e-12,2.6412855054389425e-11,1.931076159532391e-11,7.390396678672997e-10,0.3356848444322211,3.95687839347898,4.296299317436443
eeg1,30,0,1.092366172181324e-11,2.7150712401742494e-12,2.852480391224246e-12,2.617984359119921e-11,1.809986284617945e-11,6.254165960736717e-10,0.2209683852659611,5.560469804847811,3.667137251502228
eeg1,31,0,1.903182991665164e-11,3.0922185393045857e-12,3.243920105243331e-12,2.619137714102146e-11,1.799827873578228e-11,6.476383662393104e-10,0.16420609240454953,5.807583519484854,3.6077393912254
eeg1,32,0,2.605198924061116e-10,9.577108593316584e-11,5.597829999052474e-11,4.4851001562221087e-11,1.7929877285262966e-11,1.0466044572275912e-09,0.17993546311859274,4.105754147301744,4.085128887156746
eeg1,33,0,1.2486327952959746e-10,5.7081275944934966e-11,4.782499475432152e-11,4.257055131891069e-11,1.7857489986427196e-11,1.0384824335100696e-09,0.19048187539704114,4.18322083324365,3.981999509401241
eeg1,34,0,7.499263540841107e-12,2.6533064641614243e-12,2.5036691247183166e-12,2.616612197768704e-11,1.7785805879734314e-11,6.22790658707023e-10,0.27487843724555167,5.139529045861754,4.103910775156892
eeg1,35,0,1.1656534202524072e-10,2.569938004006447e-10,4.906342080559985e-11,4.2662596835661434e-11,1.7537472436605724e-11,9.666048829917416e-10,0.18640681475933935,3.4788513688096288,4.223737675576597
eeg1,36,0,1.2701218873796213e-10,2.568734999219168e-10,5.1324381506770844e-11,3.85295289510634e-11,1.5524500058061075e-11,9.102399887443537e-10,0.18273303469749394,3.1832521504056537,4.19172813154357
eeg1,37,0,1.0293045654638583e-11,2.1302686327454947e-12,1.5793207185488028e-12,1.9099709123737202e-11,1.4548187830951832e-11,5.058920698913435e-10,0.1605554733798829,8.839281103007092,3.3212454666085343
eeg1,38,0,6.591297972560262e-12,2.103781794663259e-12,1.972186907400652e-12,2.0058930503982464e-11,1.5092629383174325e-11,5.19893470463316e-10,0.22203330577391353,5.745352718233955,3.7870384882119934
eeg1,39,0,1.9280499712473339e-10,2.870831641705835e-10,5.222133970532184e-11,4.624750047185417e-11,1.566502475129788e-11,1.0080240513734503e-09,0.1891403635840605,3.35870601492964,4.15648687567154
eeg1,40,0,3.4733257759742966e-10,3.2748033190345913e-10,6.435151550086342e-11,4.815880859165879e-11,1.4768511234120093e-11,1.1470633072006279e-09,0.19529545583673708,3.5786279529461935,4.2191300264118485
eeg1,41,0,2.227702668832776e-10,3.34976319190078e-11,9.373369037276559e-12,1.8152961874622888e-11,1.2596417666499851e-11,1.152838366311121e-09,0.14367559896411974,5.185655733614968,3.363721047513888
eeg1,42,0,2.085948227118051e-10,2.8062621172821106e-11,6.713219570250053e-12,2.1487553305751065e-11,1.4789193233373562e-11,1.0814095846330602e-09,0.12311412880705706,6.636260604259031,3.209566306992327
eeg1,43,0,8.721001258309449e-12,2.1579570558750565e-12,2.299259936432961e-12,2.6295109318057886e-11,1.789197344391107e-11,6.255698251160736e-10,0.16387363246027759,10.05228342908976,3.215426796891868
eeg1,44,0,2.779795164512167e-11,2.267036248265051e-12,2.573797352977354e-12,2.6056453094739557e-11,1.794814359455849e-11,6.567189000824514e-10,0.14129851533202625,10.907347734715152,2.81321973369019
eeg1,45,0,3.1568210703900384e-10,1.6923997570085077e-10,5.523500735305537e-11,5.668085031909428e-11,1.8921641013662954e-11,9.851863627964397e-10,0.17986682415031957,3.7759199399533068,4.222659220683447
eeg1,46,0,2.8542173506908396e-10,1.6370769373992534e-10,5.3065710825327634e-11,4.251159853000056e-11,9.319338545995232e-12,6.430788889518212e-10,0.18158282917463273,3.552172002585268,4.379133792472293
eeg1,47,0,7.908878343553706e-11,1.0784444419104965e-11,7.808782774069883e-12,1.2144633436699015e-11,5.6294052363564475e-12,2.6805173282923754e-09,0.11409430822767412,6.678715947011074,3.3543684594349448
eeg1,48,0,2.9052549394286475e-10,1.7700669918950414e-11,1.0989554935791925e-11,2.8646254274333993e-11,1.6271038282505e-11,3.0424852951144964e-09,0.12209016249529604,6.409862643766376,3.1924405409669228
eeg1,49,0,1.1495561488218543e-11,2.302428051253085e-12,2.5400859051810752e-12,2.6133413722154738e-11,1.8003330937984708e-11,6.726085701437416e-10,0.14487419305632288,6.179797777366083,3.0399155939952074
eeg1,50,0,6.995863229820966e-12,2.2835782101372988e-12,2.5793362636702393e-12,2.5909004458894337e-11,1.7983938851314648e-11,6.022535567470493e-10,0.3151842023716803,3.7756420972805462,4.453220578220627
eeg1,51,0,1.1029278861957201e-11,4.829897505344656e-12,2.7394759254820113e-12,2.2187958839683302e-11,1.727253122186468e-11,6.618531889944589e-10,0.16974419021373846,7.495924936603712,3.2585324017074933
eeg1,52,0,1.9009140525573373e-10,6.33521734524194e-12,4.667798458291978e-12,2.3087047798043482e-11,1.7209882482739417e-11,1.0536925848872345e-09,0.1333119426285656,8.987025676948562,2.7057742372940785
eeg1,53,0,3.4078841229448075e-10,1.593903859577131e-10,2.5098274327036642e-11,3.3712371120371056e-11,1.7395834056075987e-11,2.0667288978766733e-09,0.14166261321288035,6.257403878795285,3.471890453347407
eeg1,54,0,1.9758657646923772e-10,2.044092869778044e-10,2.600334944320068e-11,3.543736437542288e-11,1.721499309530984e-11,1.7487928692875945e-09,0.16234351109943337,5.261524708829033,3.856704404610356
eeg1,55,0,8.513957738769792e-12,3.865155377725642e-11,5.159121112232205e-12,2.741030590151485e-11,1.736999386142464e-11,6.699718403151521e-10,0.18301129903751817,4.243282451278229,3.836506673153044
eeg1,56,0,3.166428193996935e-11,2.5644170279985216e-12,2.507154845147799e-12,2.3623244996207407e-11,1.6594864923682263e-11,8.703725368851539e-10,0.14273720807095247,10.005869140465567,2.8803800758767713
eeg1,57,0,7.73879269681512e-11,5.097596552966711e-12,2.3504770700544812e-12,1.6969054221601577e-11,1.3141029732210926e-11,1.0798743549741187e-09,0.10857918966807766,12.31961321802346,2.7414269303134957
eeg1,58,0,2.2344504354958534e-10,3.355518172142424e-11,1.0104354313492533e-11,2.261357610579841e-11,1.4732194519550767e-11,9.321005626526565e-10,0.1367638056321808,5.280023044510707,3.423803840851522
eeg1,59,0,2.4075895163735773e-10,4.210847355712278e-11,1.2486657522409336e-11,2.8972771760317427e-11,1.750820499417633e-11,8.006336378520721e-10,0.1575876750437192,4.727479487322334,3.3259892432566276
eeg1,60,0,7.347757105358371e-11,1.1049005124070369e-11,4.539744846740741e-12,2.3621885776524968e-11,1.6029296097521327e-11,1.0926818084799636e-09,0.15119477479836274,6.849233011589855,3.2872101340455253
eeg1,61,0,9.455430897982018e-11,1.000785224059228e-11,5.081126564084797e-12,2.338949380394815e-11,1.627907353234749e-11,1.4709163623339549e-09,0.11996945511214262,10.002365613490694,2.806965226293327
eeg1,62,0,8.547367656277314e-11,8.655282269777531e-12,7.795146287447782e-12,2.6193000794911317e-11,1.773257693447649e-11,1.0871447379768964e-09,0.1198294636798836,9.3485668993677,2.871645410697849
eeg1,63,0,1.7106272369214234e-11,3.927636345285347e-12,1.0640535995947567e-11,2.5690573478283945e-11,1.7760472294610485e-11,6.099284730131884e-10,0.19349662546472032,4.7030666084070045,4.065381569607074
eeg1,64,0,1.346288454161894e-11,2.8572159066412513e-12,1.1030733797480996e-11,2.5628489588963782e-11,1.7826905321497227e-11,5.967258277237986e-10,0.22932126662054608,3.7976414377304932,4.061618564295549
eeg1,65,0,1.2874247840728053e-11,3.444373284729221e-12,8.375122830468959e-12,2.5163277830615608e-11,1.797224267900618e-11,6.283647800085676e-10,0.2167357165936651,4.229716135129936,4.173450922802116
eeg1,66,0,9.75663330889253e-12,4.5107091102768335e-12,5.902879658900457e-12,2.5675680359253403e-11,1.8002902503067316e-11,6.297930013849006e-10,0.21426946692300497,4.467813080527324,4.116732547770929
eeg1,67,0,9.334206516153723e-12,3.969938689853874e-12,3.902616039623064e-12,2.5912688471803185e-11,1.7836650198298094e-11,6.031960275085094e-10,0.20744055229431688,4.914546795009447,4.107974959545763
eeg1,68,0,1.068013422181024e-11,3.641285509839611e-12,3.3106519030087266e-12,2.606618278124197e-11,1.7900343961909867e-11,5.97306640919847e-10,0.2188462788253458,4.568159362012945,4.205954852778024
eeg1,69,0,1.030683649243472e-11,3.1120873092446157e-12,3.395442698312604e-12,2.6408869867274198e-11,1.79587486921236e-11,6.234162724083296e-10,0.23612528742951447,4.025071422505753,4.491873979458314
eeg1,70,0,1.059676214073033e-11,3.520382806683197e-12,3.623243009825924e-12,2.5710694025615112e-11,1.800722938307704e-11,6.251405648736577e-10,0.23189900792653462,4.2058419923653005,4.3092963893886385
eeg1,71,0,1.0584773610296802e-11,4.1556873705607795e-12,3.676251010744574e-12,2.5269585980597633e-11,1.7863360801291366e-11,5.967313813063283e-10,0.2159866344472896,4.725684603909597,4.002840184950021
eeg1,72,0,1.3924519714653078e-11,3.2070723041865025e-12,3.438980864609956e-12,2.5406221653888806e-11,1.7799486903274695e-11,5.968504141482e-10,0.20261990319770357,5.1165264596677,3.868704572170885
eeg1,73,0,4.067219250963704e-11,5.2446819072446975e-12,3.859105043896396e-12,2.5621958889147343e-11,1.789934266072625e-11,7.387428216609866e-10,0.14404457558556075,8.450528083815518,3.3806299727287645
eeg1,74,0,5.980464918299576e-11,5.113030157847684e-12,4.217621395124244e-12,2.590092139971258e-11,1.79368878175499e-11,7.314919788122163e-10,0.14255470246649357,8.330129321389862,3.317535213817462
eeg1,75,0,1.7942507522588417e-11,2.7720550777596064e-12,3.97100427344554e-12,2.5944262702415873e-11,1.803394913311266e-11,6.189921514500654e-10,0.18131736091112938,6.177199425930421,3.7869588587544136
eeg1,76,0,1.3372941429010448e-11,2.4132129603857886e-12,4.0485000504159644e-12,2.5545227880790355e-11,1.792769066397124e-11,6.28662324796595e-10,0.2016862171547517,5.30859233627184,3.7165319614388954
eeg1,77,0,1.6632217544606618e-11,2.9151225108257477e-12,4.162660726950659e-12,2.559240290868393e-11,1.7876350801679236e-11,6.264221620907772e-10,0.19120901315258762,5.586229467828131,3.4927658477802717
eeg1,78,0,1.4778107523646214e-11,2.370515289284864e-12,4.3857571198182705e-12,2.6061216416729695e-11,1.7773441730926254e-11,5.981859839789303e-10,0.19822803708538755,5.291486186412865,3.715810659457763
eeg1,79,0,1.4983849264748517e-11,2.5442120651773935e-12,4.5470310433500956e-12,2.5907671541209567e-11,1.7713675446352815e-11,5.973314937758613e-10,0.20180524584162932,5.169800147751743,3.813248058201295
eeg1,80,0,1.5513754299425512e-11,2.7996218848875104e-12,3.7085237926812895e-12,2.5850117874748292e-11,1.7885029203028756e-11,6.215689287030782e-10,0.20174650587798984,5.223268167611784,3.795580707028882
eeg1,81,0,1.4724133552890814e-11,2.467654511841999e-12,3.4860234989414476e-12,2.5702409673051477e-11,1.7814718921361624e-11,5.88010791122889e-10,0.21301720559257709,4.980414071960065,3.9086963900791973
eeg1,82,0,1.1165649015396598e-11,2.6283533628188334e-12,3.5034367407525024e-12,2.5586482992709238e-11,1.7753397762304963e-11,5.859131764621178e-10,0.22089042717720347,4.883439809660263,3.930739553613241
eeg1,83,0,9.739415505752264e-12,2.630627757361185e-12,3.507112853243822e-12,2.524157850394824e-11,1.7874931673323663e-11,6.16750879585541e-10,0.2265131968795972,4.94475461960042,3.945773650902013
eeg1,84,0,1.3415075855940685e-11,2.360760974420872e-12,3.35029211058676e-12,2.5556778017855312e-11,1.795682603675522e-11,6.216847721336519e-10,0.21619481178726951,5.4839324807369705,3.794871772919098
eeg1,85,0,2.1459745200779958e-10,3.6859522078825934e-10,7.739213752688782e-11,5.984311110690917e-11,2.0203395997189002e-11,1.2320138219810908e-09,0.18056243733651917,3.3901142937139843,4.037144429162157
eeg1,86,0,3.4809772105393356e-10,3.994498911194685e-10,8.951068930009911e-11,6.613483957889282e-11,2.0644024849728663e-11,1.2580995913999158e-09,0.18155307310905786,3.375116771385256,3.9944442989435593
eeg1,87,0,2.004389788545089e-11,2.1352940833427448e-12,3.199873027530949e-12,2.5445263606422692e-11,1.804435031241474e-11,6.416142565284904e-10,0.18732128292198028,4.787282933985665,2.9864953797684017
eeg1,88,0,1.2848256299748569e-11,2.145772160556509e-12,3.2718818871612266e-12,2.5419046230374838e-11,1.798041354335311e-11,6.150837496802475e-10,0.20747541530465632,6.359941783488877,3.4741166748636423
eeg1,89,0,4.2875614009704333e-10,2.741424284926438e-10,9.010712488105902e-11,7.703139647901803e-11,1.8356549755276183e-11,1.258012598713438e-09,0.18494920842884166,3.659141120061019,4.13683495054927
eeg1,90,0,4.3817538150842984e-10,2.74188172079257e-10,8.998565905463112e-11,7.66295120075793e-11,1.8064618522505837e-11,1.2445273656924562e-09,0.18457992293855105,3.620836689290068,4.122227821455441
eeg1,91,0,2.970723840278737e-11,2.3157769776559562e-11,1.0552442237927326e-11,2.8226321115659364e-11,1.7609411064760908e-11,6.262376123046154e-10,0.20133494612526504,3.834414717876246,4.459405130181194
eeg1,92,0,2.990836449699935e-11,2.314726775307943e-11,1.0613575686371917e-11,2.8019133048696036e-11,1.780325340919625e-11,6.253508236951105e-10,0.2040399669913607,3.839800771500656,4.452500988614965
eeg1,93,0,8.244548520520492e-12,2.0961292230864924e-12,2.760512861863391e-12,2.4547481870469645e-11,1.769419939376184e-11,5.748557943895231e-10,0.23311263053100054,5.43185362448433,3.9379762004291914
eeg1,94,0,1.1290476665964374e-11,1.9413364159386547e-12,2.862469303333268e-12,2.454301149123699e-11,1.7752218764560973e-11,5.826567588319782e-10,0.2180476635013205,6.055470057689881,3.5139516168844356
eeg1,95,0,8.26882127904767e-12,1.8766876016269407e-12,3.3682126857275912e-12,2.4588491702302568e-11,1.772352410061069e-11,6.00977525470935e-10,0.25482667893348937,5.08613592583051,4.007630531756752
eeg1,96,0,7.709402331689424e-12,2.12121433556909e-12,3.906859080901665e-12,2.4747625030034496e-11,1.7632777029292274e-11,5.711787753173979e-10,0.29341297547423195,3.942250636344056,4.206285387214922
eeg1,97,0,7.963463559117283e-12,2.1796014276628775e-12,3.684422400910466e-12,2.4438499877101645e-11,1.7432315523438266e-11,5.701514955374949e-10,0.28673679663127405,4.134176412305725,4.167273351590541
eeg1,98,0,1.720952177332621e-11,2.795359980967215e-12,3.5588080040312626e-12,2.4773100542291937e-11,1.7557545670666638e-11,6.531097018610803e-10,0.19767385176833077,4.353889879390602,3.2701412227650932
eeg1,99,0,1.1420639963098007e-10,2.724060013277225e-11,8.774652984196792e-12,4.000054487455298e-11,1.810471045042434e-11,7.208803347744548e-10,0.1729419650624741,4.900101680947612,3.7565751679124872
eeg1,100,0,3.0690025284581216e-11,4.729280748903644e-12,3.784972221843775e-12,2.6025460107389695e-11,1.76342970202294e-11,6.420335882316826e-10,0.1551767079342848,6.428992116361071,3.211716095974533
eeg1,101,0,1.0061430847352706e-11,2.226599821669073e-12,3.0473304377856176e-12,2.5122644848678436e-11,1.7583931461406254e-11,5.76058251787687e-10,0.2460897117312726,4.953064616121004,3.950128155814074
eeg1,102,0,2.0386901847589392e-11,3.2052660330555294e-12,3.64050172947326e-12,2.5023755073393565e-11,1.7612488150270593e-11,6.331314368122058e-10,0.20034149900978604,5.307898579555018,3.631872929692725
eeg1,103,0,1.5779258753971975e-09,9.3130921623285e-11,3.129452218252127e-11,4.6351610069398895e-11,1.887622526415459e-11,2.219698190479551e-08,0.369496607537843,3.1777360855856425,3.899598278490763
eeg1,104,0,2.7112279068917993e-09,1.3485801726885756e-10,4.934460326258332e-11,5.592458004377396e-11,2.1686141133637807e-11,3.897168373488537e-08,0.5970780075499322,3.632357990266875,3.853213279851434
eeg1,105,0,1.2117985510209579e-09,6.722757332050379e-11,3.073582115223441e-11,4.461866331032458e-11,2.422356515078256e-11,2.0487521357670108e-08,0.2995609243842041,4.570442349144791,3.549628524022855
eeg1,106,0,1.221518295294418e-10,1.5077823596629813e-11,1.1630254104850935e-11,2.8547317482946205e-11,1.8056205519289545e-11,4.010603970164557e-09,0.17430739281472193,7.888290374331724,3.291978223066729
eeg1,107,0,2.7930313462206674e-11,4.746416403586189e-12,9.29990830076616e-12,2.715128656527693e-11,1.8010314348332023e-11,9.79912041431768e-10,0.20225415675039263,5.654193744223185,3.7075303118962597
eeg1,108,0,1.8855136962096378e-11,2.9401889118793314e-12,6.986134782276854e-12,2.746905507368288e-11,1.8069339710288597e-11,7.505486913146382e-10,0.2673249607827633,4.318102107613254,4.014243315211475
eeg1,109,0,1.6440191854123356e-11,3.4821328724476852e-12,7.425578594086832e-12,2.7106300765496285e-11,1.814215717173368e-11,7.619938940518534e-10,0.2601611227850063,4.026003364161757,4.077743150528096
eeg1,110,0,2.796235955827461e-11,4.05448684550608e-12,6.688953081032519e-12,2.5558570720352907e-11,1.8042024726886587e-11,9.169814133883631e-10,0.192640391865112,8.666985647386937,2.9404958226708477
eeg1,111,0,3.1786723212511736e-11,3.549583058115507e-12,5.114323198352171e-12,1.9920577962477124e-11,1.512214672668067e-11,9.059755523530831e-10,0.1906616280128084,9.488623814056954,2.868675671593756
eeg1,112,0,2.125099317019519e-11,3.636731050092737e-12,4.354850949384935e-12,1.487715280076355e-11,1.204423504283693e-11,6.926118935963951e-10,0.18805630337302662,8.914469020907312,2.9582322138932544
eeg1,113,0,2.555186517115573e-10,1.5074477282136274e-11,6.631730751474647e-12,1.3836289261496275e-11,1.0969327703910152e-11,1.0458374433488795e-09,0.17040984649757263,6.713506328319819,2.9729308364098728
eeg1,114,0,1.0826702933347778e-10,1.1880488088339056e-11,4.975564171242248e-12,1.3675846686428212e-11,1.0988847321410739e-11,9.52249710667397e-10,0.17557662952046993,6.683958321052701,3.047887752172558
eeg1,115,0,1.0686245825706295e-11,3.178241897416617e-12,1.5324869902493346e-12,1.4110880971684866e-11,1.1490936880678573e-11,4.98242951099264e-10,0.22914368520351935,6.670689160470323,3.4685054139731233
eeg1,116,0,5.081358578026836e-11,3.884203793205669e-12,1.7840553358405926e-12,1.3910124654020063e-11,1.1128734749306365e-11,7.198402441616982e-10,0.18342435724766618,9.595313801646544,2.903639345299019
eeg1,117,0,1.5079009083533766e-10,1.0370716582392397e-11,2.2399288859398755e-12,1.250647989880895e-11,1.0221840933142268e-11,1.154095366443722e-09,0.15869992406269,9.749972687880309,2.646129384707503
eeg1,118,0,1.2223064948483706e-10,9.001360176472406e-12,1.9866727687364766e-12,1.2622851810966414e-11,1.0669982006014333e-11,9.64354309271625e-10,0.15975514260761375,9.515682622088304,2.629711107079857
eeg1,119,0,1.3186729504960084e-11,1.898957118098706e-12,1.7726902317752128e-12,1.4937618244217703e-11,1.2302956237518106e-11,5.582082131488334e-10,0.19586804973535946,9.28382379978346,2.991033614872684
eeg1,120,0,8.284564328736571e-10,6.363143105528473e-11,1.6458245230859022e-11,3.6625625708412813e-11,1.8047492748947322e-11,9.906471942458823e-09,0.2478723595257756,5.456440533613165,3.595221923796361
eeg1,121,0,8.902168401533816e-10,6.532800709028246e-11,1.9623624082029418e-11,3.9587957822728325e-11,1.8877868645898874e-11,1.0544945400697441e-08,0.19694659612778892,7.876604760163283,3.127403157735552
eeg1,122,0,8.123564147795503e-11,4.156173721602501e-12,6.573049917643899e-12,2.196021460009268e-11,1.5383969256625347e-11,1.2062668835691127e-09,0.14696245885510875,9.533762467086175,3.0123971084355023
eeg1,123,0,1.823663419567714e-11,2.7570178503216136e-12,2.407543686671562e-12,2.1523288309088526e-11,1.5515173376976818e-11,5.703738049700908e-10,0.19513694776843601,6.583548556092906,3.6975378286176643
eeg1,124,0,1.3302640859581535e-11,4.16638140620162e-12,3.1405788377357817e-12,2.267173874155744e-11,1.5736323536835544e-11,6.052137998484239e-10,0.2535257165891724,4.480618631773232,4.10322916120641
eeg1,125,0,1.106711723148363e-11,6.976053896216846e-12,3.89740472928464e-12,1.9001191915312576e-11,1.2787310279484851e-11,4.96415350698805e-10,0.2616330491441139,4.589534557144295,4.261920656150939
eeg1,126,0,2.3113841689359226e-12,4.3520317588568286e-13,7.469999927876135e-13,5.656029589129388e-12,3.973554210057466e-12,1.4509586716861182e-10,0.2589691421415525,4.6825298689360935,3.943174914803649
eeg1,127,0,4.0013156152539e-19,7.263428922558137e-21,2.9612968095082388e-21,5.425211727634608e-21,1.301118468461456e-21,1.928331852719724e-16,0.01142416079686246,20.54791155443348,1.265583141568015
eeg1,129,0,7.684622699088106e-11,1.3013142048262182e-11,5.616218987235632e-12,5.597230556703555e-12,1.5698756863723362e-12,2.843521970181394e-09,0.12657839487875747,5.641602871188105,3.6319625420337225
eeg1,130,0,1.0526056506578177e-10,1.47049584772807e-11,7.269847755981757e-12,1.800037309864437e-11,1.0317989106126032e-11,3.256659410873236e-09,0.12579942985885553,5.896503519005383,3.3847020956242653
eeg1,131,0,8.60265664310257e-10,1.533046080805571e-10,3.831084995368818e-11,4.370740137375639e-11,2.183502340335529e-11,1.8342626285386096e-09,0.6754849012916517,3.466476911262868,3.7603988013339285
eeg1,132,0,1.0433061115231692e-09,2.979869207572997e-10,1.0095187572935032e-10,5.894028772026771e-11,3.238241322187986e-11,2.9988805450847605e-09,0.577356433733336,2.633923348470852,4.176971685553287
eeg1,133,0,3.451910930575553e-10,1.9467576672258431e-10,7.87982662556206e-11,3.540090748255169e-11,1.2139468796775369e-11,3.3197045857910883e-09,0.15557924585538446,5.008451578714381,3.7749572344706053
eeg1,134,0,8.488795708410237e-10,3.6630044286460356e-11,1.7245346150342206e-11,3.289970630173044e-11,1.883117663457953e-11,1.4706305839553966e-08,0.149987833267998,7.775756554146581,2.979253490278917
